KF_ID,Match,Game,Round,Player 1,Character 1,Killed,Player 2,Character 2,Map,Level/Attack,,,,,,,,,
KF-767,2,2,2,OWLuna,Ana,Killed,Zebbosai,Zarya,Hollywood,LWBlue Attack,,,,,,,,,
KF-768,2,2,2,janus,Reinhardt,Killed,Reinforce,Reinhardt,Hollywood,LWBlue Attack,,,,,,,,,
KF-769,2,2,2,Mannetens,Roadhog,Killed,Gambler,Lucio,Hollywood,LWBlue Attack,,,,,,,,,
KF-770,2,2,2,TviQ,Soldier:76,Killed,Mek0,D.Va,Hollywood,LWBlue Attack,,,,,,,,,
KF-771,2,2,2,Fl0w3r-Nanohana,Soldier:76,Killed,Zebbosai,D.Va,Hollywood,LWBlue Attack,,,,,,,,,
KF-772,2,2,2,Zave,Lucio,Killed,janus,Reinhardt,Hollywood,LWBlue Attack,,,,,,,,,
KF-773,2,2,2,TviQ,Soldier:76,Killed,Saebyeolbe,Bastion,Hollywood,LWBlue Attack,,,,,,,,,
KF-774,2,3,1,Zebbosai,Zarya,Killed,Mek0,D.Va,Volskaya,LWBlue Attack,,,,,,,,,
KF-775,2,3,1,Zebbosai,Zarya,Killed,Fl0w3r-Nanohana,Soldier:76,Volskaya,LWBlue Attack,,,,,,,,,
KF-776,2,3,1,OWLuna,Ana,Killed,NevixOW,Ana,Volskaya,LWBlue Attack,,,,,,,,,
KF-777,2,3,1,Zebbosai,Zarya,Killed,janus,Reinhardt,Volskaya,LWBlue Attack,,,,,,,,,
KF-778,2,3,1,Gambler,Winston,Killed,Reinforce,Reinhardt,Volskaya,LWBlue Attack,,,,,,,,,
KF-779,2,3,1,OWLuna,Ana,Killed,TviQ,Soldier:76,Volskaya,LWBlue Attack,,,,,,,,,
KF-780,2,3,1,Saebyeolbe,Tracer,Killed,Zebbosai,Zarya,Volskaya,LWBlue Attack,,,,,,,,,
KF-781,2,3,1,Fl0w3r-Nanohana,Soldier:76,Killed,Zave,Lucio,Volskaya,LWBlue Attack,,,,,,,,,
KF-782,2,3,1,Fl0w3r-Nanohana,Soldier:76,Killed,Mannetens,Roadhog,Volskaya,LWBlue Attack,,,,,,,,,
KF-783,2,3,1,Saebyeolbe,Tracer,Killed,TviQ,Soldier:76,Volskaya,LWBlue Attack,,,,,,,,,
KF-784,2,3,1,Mek0,D.Va,Killed,Mannetens,Roadhog,Volskaya,LWBlue Attack,,,,,,,,,
KF-785,2,3,1,Fl0w3r-Nanohana,Soldier:76,Killed,Zebbosai,Zarya,Volskaya,LWBlue Attack,,,,,,,,,
KF-786,2,3,1,Saebyeolbe,Tracer,Killed,Zave,Lucio,Volskaya,LWBlue Attack,,,,,,,,,
KF-787,2,3,1,janus,Reinhardt,Killed,NevixOW,Ana,Volskaya,LWBlue Attack,,,,,,,,,
KF-788,2,3,1,-,-,Suicide,Reinforce,Reinhardt,Volskaya,LWBlue Attack,,,,,,,,,
KF-789,2,3,1,Mek0,D.Va,Killed,TviQ,Soldier:76,Volskaya,LWBlue Attack,,,,,,,,,
KF-790,2,3,1,Mek0,D.Va,Killed,Mannetens,Roadhog,Volskaya,LWBlue Attack,,,,,,,,,
KF-791,2,3,1,Saebyeolbe,Tracer,Killed,Zebbosai,Tracer,Volskaya,LWBlue Attack,,,,,,,,,
KF-792,2,3,1,OWLuna,Ana,Killed,Zave,Lucio,Volskaya,LWBlue Attack,,,,,,,,,
KF-793,2,3,2,Mannetens,Widowmaker,Killed,Saebyeolbe,Tracer,Volskaya,Misfits Attack,,,,,,,,,
KF-794,2,3,2,janus,Reinhardt,Killed,Reinforce,D.Va,Volskaya,Misfits Attack,,,,,,,,,
KF-795,2,3,2,Mannetens,Widowmaker,Killed,Mek0,D.Va,Volskaya,Misfits Attack,,,,,,,,,
KF-796,2,3,2,Saebyeolbe,Tracer,Killed,Zave,Lucio,Volskaya,Misfits Attack,,,,,,,,,
KF-797,2,3,2,janus,Reinhardt,Killed,TviQ,Genji,Volskaya,Misfits Attack,,,,,,,,,
KF-798,2,3,2,Reinforce,D.Va,Killed,Fl0w3r-Nanohana,Soldier:76,Volskaya,Misfits Attack,,,,,,,,,
KF-799,2,3,2,Saebyeolbe,Tracer,Killed,Zebbosai,Pharah,Volskaya,Misfits Attack,,,,,,,,,
KF-800,2,3,2,-,-,Suicide,Reinforce,D.Va,Volskaya,Misfits Attack,,,,,,,,,
KF-801,2,3,2,Saebyeolbe,Tracer,Killed,TviQ,Genji,Volskaya,Misfits Attack,,,,,,,,,
KF-802,2,3,2,OWLuna,Ana,Killed,NevixOW,Mercy,Volskaya,Misfits Attack,,,,,,,,,
KF-803,2,3,2,Saebyeolbe,Tracer,Killed,Zave,Lucio,Volskaya,Misfits Attack,,,,,,,,,
KF-804,2,3,2,Saebyeolbe,Tracer,Killed,Mannetens,Widowmaker,Volskaya,Misfits Attack,,,,,,,,,
KF-805,2,3,2,Fl0w3r-Nanohana,Soldier:76,Killed,Zebbosai,Pharah,Volskaya,Misfits Attack,,,,,,,,,
KF-806,2,3,2,Reinforce,D.Va,Killed,Fl0w3r-Nanohana,Soldier:76,Volskaya,Misfits Attack,,,,,,,,,
KF-807,2,3,2,Mannetens,Widowmaker,Killed,Saebyeolbe,Tracer,Volskaya,Misfits Attack,,,,,,,,,
KF-808,2,3,2,TviQ,Genji,Killed,Gambler,Lucio,Volskaya,Misfits Attack,,,,,,,,,
KF-809,2,3,2,Mek0,D.Va,Killed,Mannetens,Widowmaker,Volskaya,Misfits Attack,,,,,,,,,
KF-810,2,3,2,TviQ,Genji,Killed,OWLuna,Ana,Volskaya,Misfits Attack,,,,,,,,,
KF-811,2,3,2,TviQ,Genji,Killed,janus,Reinhardt,Volskaya,Misfits Attack,,,,,,,,,
KF-812,2,3,2,Reinforce,D.Va,Killed,Mek0,D.Va,Volskaya,Misfits Attack,,,,,,,,,
KF-813,2,3,2,Mannetens,Widowmaker,Killed,Gambler,Lucio,Volskaya,Misfits Attack,,,,,,,,,
KF-814,2,3,2,Mannetens,Widowmaker,Killed,Saebyeolbe,Tracer,Volskaya,Misfits Attack,,,,,,,,,
KF-815,2,3,2,Fl0w3r-Nanohana,Soldier:76,Killed,NevixOW,Mercy,Volskaya,Misfits Attack,,,,,,,,,
KF-816,2,3,2,Reinforce,D.Va,Killed,OWLuna,Ana,Volskaya,Misfits Attack,,,,,,,,,
KF-817,2,3,2,janus,Winston,Killed,Zave,Lucio,Volskaya,Misfits Attack,,,,,,,,,
KF-818,2,3,2,Zebbosai,Pharah,Killed,Fl0w3r-Nanohana,Soldier:76,Volskaya,Misfits Attack,,,,,,,,,
KF-819,2,3,2,Mek0,D.Va,Killed,TviQ,Genji,Volskaya,Misfits Attack,,,,,,,,,
KF-820,2,3,2,Mek0,D.Va,Killed,Mannetens,Widowmaker,Volskaya,Misfits Attack,,,,,,,,,
KF-821,2,3,2,janus,Winston,Killed,Zebbosai,Pharah,Volskaya,Misfits Attack,,,,,,,,,
KF-822,2,3,2,Zebbosai,Pharah,Killed,janus,Winston,Volskaya,Misfits Attack,,,,,,,,,
KF-823,2,3,2,-,-,Suicide,Reinforce,D.Va,Volskaya,Misfits Attack,,,,,,,,,
KF-824,2,3,2,Fl0w3r-Nanohana,Soldier:76,Killed,Reinforce,Reinhardt,Volskaya,Misfits Attack,,,,,,,,,
KF-825,2,3,2,NevixOW,Ana,Killed,OWLuna,Ana,Volskaya,Misfits Attack,,,,,,,,,
KF-826,2,3,2,janus,Reinhardt,Killed,NevixOW,Ana,Volskaya,Misfits Attack,,,,,,,,,
KF-827,2,3,2,Zebbosai,D.Va,Killed,janus,Reinhardt,Volskaya,Misfits Attack,,,,,,,,,
KF-828,2,3,2,Mannetens,Roadhog,Killed,Mek0,D.Va,Volskaya,Misfits Attack,,,,,,,,,
KF-829,2,3,2,Reinforce,Reinhardt,Killed,Saebyeolbe,Tracer,Volskaya,Misfits Attack,,,,,,,,,
KF-830,2,3,2,Fl0w3r-Nanohana,Soldier:76,Killed,Zave,Lucio,Volskaya,Misfits Attack,,,,,,,,,
KF-831,2,3,2,Zebbosai,D.Va,Killed,Fl0w3r-Nanohana,Soldier:76,Volskaya,Misfits Attack,,,,,,,,,
KF-832,2,3,2,Mannetens,Roadhog,Killed,Gambler,Lucio,Volskaya,Misfits Attack,,,,,,,,,
KF-833,2,3,2,Mek0,D.Va,Killed,TviQ,Soldier:76,Volskaya,Misfits Attack,,,,,,,,,
KF-834,2,3,2,Mek0,D.Va,Killed,Reinforce,Reinhardt,Volskaya,Misfits Attack,,,,,,,,,
KF-835,2,3,2,Saebyeolbe,Tracer,Killed,Mannetens,Roadhog,Volskaya,Misfits Attack,,,,,,,,,
KF-836,2,3,2,OWLuna,Ana,Killed,Zebbosai,D.Va,Volskaya,Misfits Attack,,,,,,,,,
KF-837,2,3,2,janus,Reinhardt,Killed,Reinforce,Reinhardt,Volskaya,Misfits Attack,,,,,,,,,
KF-838,2,3,2,janus,Reinhardt,Killed,Zave,Lucio,Volskaya,Misfits Attack,,,,,,,,,
KF-839,2,3,2,Saebyeolbe,Tracer,Killed,TviQ,Soldier:76,Volskaya,Misfits Attack,,,,,,,,,
KF-840,2,3,2,Saebyeolbe,Tracer,Killed,NevixOW,Ana,Volskaya,Misfits Attack,,,,,,,,,
KF-841,2,3,2,Mek0,D.Va,Killed,Mannetens,Roadhog,Volskaya,Misfits Attack,,,,,,,,,
KF-842,2,3,2,janus,Reinhardt,Killed,Zebbosai,D.Va,Volskaya,Misfits Attack,,,,,,,,,
KF-843,2,3,2,Mek0,D.Va,Killed,Reinforce,Reinhardt,Volskaya,Misfits Attack,,,,,,,,,
KF-844,2,3,2,Saebyeolbe,Tracer,Killed,TviQ,Soldier:76,Volskaya,Misfits Attack,,,,,,,,,
KF-845,2,3,2,Mannetens,Roadhog,Killed,Saebyeolbe,Tracer,Volskaya,Misfits Attack,,,,,,,,,
KF-846,2,3,2,Mek0,D.Va,Killed,Mannetens,Roadhog,Volskaya,Misfits Attack,,,,,,,,,
KF-847,2,3,2,janus,Reinhardt,Killed,Reinforce,Reinhardt,Volskaya,Misfits Attack,,,,,,,,,
KF-848,2,3,2,janus,Reinhardt,Killed,Zave,Lucio,Volskaya,Misfits Attack,,,,,,,,,
KF-849,2,3,2,Fl0w3r-Nanohana,Mei,Killed,NevixOW,Ana,Volskaya,Misfits Attack,,,,,,,,,
KF-850,2,3,2,Fl0w3r-Nanohana,Mei,Killed,TviQ,Soldier:76,Volskaya,Misfits Attack,,,,,,,,,
KF-851,2,3,2,-,-,Suicide,Zebbosai,D.Va,Volskaya,Misfits Attack,,,,,,,,,
KF-852,2,4,1,janus,Winston,Killed,Zebbosai,D.Va,Gibraltar,LWBlue Attack,,,,,,,,,
KF-853,2,4,1,Fl0w3r-Nanohana,Genji,Killed,Mannetens,Roadhog,Gibraltar,LWBlue Attack,,,,,,,,,
KF-854,2,4,1,Saebyeolbe,Tracer,Killed,Reinforce,Reinhardt,Gibraltar,LWBlue Attack,,,,,,,,,
KF-855,2,4,1,OWLuna,Zenyatta,Killed,Zave,Lucio,Gibraltar,LWBlue Attack,,,,,,,,,
KF-856,2,4,1,Mek0,D.Va,Killed,NevixOW,Ana,Gibraltar,LWBlue Attack,,,,,,,,,
KF-857,2,4,1,janus,Winston,Killed,TviQ,Soldier:76,Gibraltar,LWBlue Attack,,,,,,,,,
KF-858,2,4,1,Mek0,D.Va,Killed,Mannetens,Roadhog,Gibraltar,LWBlue Attack,,,,,,,,,
KF-859,2,4,1,Saebyeolbe,Tracer,Killed,Reinforce,Reinhardt,Gibraltar,LWBlue Attack,,,,,,,,,
KF-860,2,4,1,Fl0w3r-Nanohana,Genji,Killed,TviQ,Soldier:76,Gibraltar,LWBlue Attack,,,,,,,,,
KF-861,2,4,1,Gambler,Lucio,Killed,Reinforce,Winston,Gibraltar,LWBlue Attack,,,,,,,,,
KF-862,2,4,1,NevixOW,Ana,Killed,Fl0w3r-Nanohana,Genji,Gibraltar,LWBlue Attack,,,,,,,,,
KF-863,2,4,1,Zebbosai,D.Va,Killed,Gambler,Lucio,Gibraltar,LWBlue Attack,,,,,,,,,
KF-864,2,4,1,Mek0,D.Va,Killed,Zebbosai,D.Va,Gibraltar,LWBlue Attack,,,,,,,,,
KF-865,2,4,1,Mannetens,Roadhog,Killed,OWLuna,Zenyatta,Gibraltar,LWBlue Attack,,,,,,,,,
KF-866,2,4,1,TviQ,Soldier:76,Killed,Saebyeolbe,Tracer,Gibraltar,LWBlue Attack,,,,,,,,,
KF-867,2,4,1,Mek0,D.Va,Killed,Zave,Lucio,Gibraltar,LWBlue Attack,,,,,,,,,
KF-868,2,4,1,-,-,Suicide,janus,Winston,Gibraltar,LWBlue Attack,,,,,,,,,
KF-869,2,4,1,janus,Reinhardt,Killed,NevixOW,Ana,Gibraltar,LWBlue Attack,,,,,,,,,
KF-870,2,4,1,janus,Reinhardt,Killed,Zebbosai,D.Va,Gibraltar,LWBlue Attack,,,,,,,,,
KF-871,2,4,1,Fl0w3r-Nanohana,Soldier:76,Killed,Reinforce,Winston,Gibraltar,LWBlue Attack,,,,,,,,,
KF-872,2,4,1,Saebyeolbe,Roadhog,Killed,Mannetens,Roadhog,Gibraltar,LWBlue Attack,,,,,,,,,
KF-873,2,4,1,Fl0w3r-Nanohana,Soldier:76,Killed,Zave,Lucio,Gibraltar,LWBlue Attack,,,,,,,,,
KF-874,2,4,1,TviQ,Soldier:76,Killed,Saebyeolbe,Roadhog,Gibraltar,LWBlue Attack,,,,,,,,,
KF-875,2,4,1,Zebbosai,D.Va,Killed,janus,Reinhardt,Gibraltar,LWBlue Attack,,,,,,,,,
KF-876,2,4,1,OWLuna,Ana,Killed,Reinforce,Winston,Gibraltar,LWBlue Attack,,,,,,,,,
KF-877,2,4,1,Fl0w3r-Nanohana,Soldier:76,Killed,TviQ,Soldier:76,Gibraltar,LWBlue Attack,,,,,,,,,
KF-878,2,4,1,NevixOW,Ana,Killed,Gambler,Lucio,Gibraltar,LWBlue Attack,,,,,,,,,
KF-879,2,4,1,Mannetens,Roadhog,Killed,Fl0w3r-Nanohana,Soldier:76,Gibraltar,LWBlue Attack,,,,,,,,,
KF-880,2,4,1,Mek0,D.Va,Killed,Zebbosai,D.Va,Gibraltar,LWBlue Attack,,,,,,,,,
KF-881,2,4,1,Mannetens,Roadhog,Killed,Mek0,D.Va,Gibraltar,LWBlue Attack,,,,,,,,,
KF-882,2,4,1,Zave,Lucio,Killed,OWLuna,Ana,Gibraltar,LWBlue Attack,,,,,,,,,
KF-883,2,4,1,Zebbosai,D.Va,Killed,janus,Reinhardt,Gibraltar,LWBlue Attack,,,,,,,,,
KF-884,2,4,1,Zebbosai,D.Va,Killed,Saebyeolbe,Roadhog,Gibraltar,LWBlue Attack,,,,,,,,,
KF-885,2,4,1,Mek0,D.Va,Killed,TviQ,Soldier:76,Gibraltar,LWBlue Attack,,,,,,,,,
KF-886,2,4,1,Fl0w3r-Nanohana,Soldier:76,Killed,NevixOW,Ana,Gibraltar,LWBlue Attack,,,,,,,,,
KF-887,2,4,1,Saebyeolbe,Roadhog,Killed,Mannetens,Roadhog,Gibraltar,LWBlue Attack,,,,,,,,,
KF-888,2,4,1,Fl0w3r-Nanohana,Soldier:76,Killed,Zave,Lucio,Gibraltar,LWBlue Attack,,,,,,,,,
KF-889,2,4,1,Saebyeolbe,Roadhog,Killed,TviQ,Soldier:76,Gibraltar,LWBlue Attack,,,,,,,,,
KF-890,2,4,1,Mek0,D.Va,Killed,Reinforce,Reinhardt,Gibraltar,LWBlue Attack,,,,,,,,,
KF-891,2,4,1,Mek0,D.Va,Killed,Zebbosai,D.Va,Gibraltar,LWBlue Attack,,,,,,,,,
KF-892,2,4,1,Zebbosai,D.Va,Killed,Gambler,Lucio,Gibraltar,LWBlue Attack,,,,,,,,,
KF-893,2,4,1,Mek0,D.Va,Killed,NevixOW,Ana,Gibraltar,LWBlue Attack,,,,,,,,,
KF-894,2,4,1,Fl0w3r-Nanohana,Soldier:76,Killed,TviQ,Soldier:76,Gibraltar,LWBlue Attack,,,,,,,,,
KF-895,2,4,1,Zebbosai,D.Va,Killed,OWLuna,Ana,Gibraltar,LWBlue Attack,,,,,,,,,
KF-896,2,4,1,Saebyeolbe,Roadhog,Killed,Zave,Lucio,Gibraltar,LWBlue Attack,,,,,,,,,
KF-897,2,4,1,Mek0,D.Va,Killed,Mannetens,Roadhog,Gibraltar,LWBlue Attack,,,,,,,,,
KF-898,2,4,1,Zebbosai,D.Va,Killed,janus,Reinhardt,Gibraltar,LWBlue Attack,,,,,,,,,
KF-899,2,4,1,Mek0,D.Va,Killed,Zebbosai,D.Va,Gibraltar,LWBlue Attack,,,,,,,,,
KF-900,2,4,1,Saebyeolbe,Roadhog,Killed,Reinforce,Reinhardt,Gibraltar,LWBlue Attack,,,,,,,,,
KF-901,2,4,1,Fl0w3r-Nanohana,Soldier:76,Killed,Mannetens,Roadhog,Gibraltar,LWBlue Attack,,,,,,,,,
KF-902,2,4,1,Fl0w3r-Nanohana,Soldier:76,Killed,Reinforce,Reinhardt,Gibraltar,LWBlue Attack,,,,,,,,,
KF-903,2,4,1,janus,Reinhardt,Killed,Zave,Lucio,Gibraltar,LWBlue Attack,,,,,,,,,
KF-904,2,4,1,Mek0,D.Va,Killed,NevixOW,Ana,Gibraltar,LWBlue Attack,,,,,,,,,
KF-905,2,4,1,Fl0w3r-Nanohana,Soldier:76,Killed,TviQ,Soldier:76,Gibraltar,LWBlue Attack,,,,,,,,,
KF-906,2,4,2,Saebyeolbe,Roadhog,Killed,Zebbosai,Widowmaker,Gibraltar,Misfits Attack,,,,,,,,,
KF-907,2,4,2,OWLuna,Ana,Killed,Zebbosai,Widowmaker,Gibraltar,Misfits Attack,,,,,,,,,
KF-908,2,4,2,Saebyeolbe,Roadhog,Killed,TviQ,Genji,Gibraltar,Misfits Attack,,,,,,,,,
KF-909,2,4,2,Fl0w3r-Nanohana,Soldier:76,Killed,Zebbosai,Widowmaker,Gibraltar,Misfits Attack,,,,,,,,,
KF-910,2,4,2,Fl0w3r-Nanohana,Soldier:76,Killed,NevixOW,Zenyatta,Gibraltar,Misfits Attack,,,,,,,,,
KF-911,2,4,2,Fl0w3r-Nanohana,Soldier:76,Killed,Zave,Lucio,Gibraltar,Misfits Attack,,,,,,,,,
KF-912,2,4,2,Fl0w3r-Nanohana,Soldier:76,Killed,Mannetens,Tracer,Gibraltar,Misfits Attack,,,,,,,,,
KF-913,2,4,2,Mek0,D.Va,Killed,Reinforce,Winston,Gibraltar,Misfits Attack,,,,,,,,,
KF-914,2,4,2,Mannetens,Tracer,Killed,janus,Reinhardt,Gibraltar,Misfits Attack,,,,,,,,,
KF-915,2,4,2,Mannetens,Tracer,Killed,Fl0w3r-Nanohana,Soldier:76,Gibraltar,Misfits Attack,,,,,,,,,
KF-916,2,4,2,Mek0,D.Va,Killed,Zebbosai,Widowmaker,Gibraltar,Misfits Attack,,,,,,,,,
KF-917,2,4,2,Reinforce,Winston,Killed,OWLuna,Ana,Gibraltar,Misfits Attack,,,,,,,,,
KF-918,2,4,2,TviQ,Genji,Killed,Saebyeolbe,Roadhog,Gibraltar,Misfits Attack,,,,,,,,,
KF-919,2,4,2,Mek0,D.Va,Killed,Zave,Lucio,Gibraltar,Misfits Attack,,,,,,,,,
KF-920,2,4,2,Mannetens,Tracer,Killed,Mek0,D.Va,Gibraltar,Misfits Attack,,,,,,,,,
KF-921,2,4,2,janus,Reinhardt,Killed,NevixOW,Zenyatta,Gibraltar,Misfits Attack,,,,,,,,,
KF-922,2,4,2,TviQ,Genji,Killed,janus,Reinhardt,Gibraltar,Misfits Attack,,,,,,,,,
KF-923,2,4,2,Zebbosai,Widowmaker,Killed,Fl0w3r-Nanohana,Winston,Gibraltar,Misfits Attack,,,,,,,,,
KF-924,2,4,2,Fl0w3r-Nanohana,Winston,Killed,TviQ,Genji,Gibraltar,Misfits Attack,,,,,,,,,
KF-925,2,4,2,OWLuna,Ana,Killed,Reinforce,Winston,Gibraltar,Misfits Attack,,,,,,,,,
KF-926,2,4,2,Fl0w3r-Nanohana,Winston,Killed,NevixOW,Zenyatta,Gibraltar,Misfits Attack,,,,,,,,,
KF-927,2,4,2,Saebyeolbe,Roadhog,Killed,Mannetens,Tracer,Gibraltar,Misfits Attack,,,,,,,,,
KF-928,2,4,2,TviQ,Genji,Killed,Fl0w3r-Nanohana,Winston,Gibraltar,Misfits Attack,,,,,,,,,
KF-929,2,4,2,Mannetens,Reaper,Killed,Saebyeolbe,Roadhog,Gibraltar,Misfits Attack,,,,,,,,,
KF-930,2,4,2,Fl0w3r-Nanohana,Winston,Killed,Zave,Lucio,Gibraltar,Misfits Attack,,,,,,,,,
KF-931,2,4,2,Fl0w3r-Nanohana,Winston,Killed,Zebbosai,Widowmaker,Gibraltar,Misfits Attack,,,,,,,,,
KF-932,2,4,2,Saebyeolbe,Tracer,Killed,NevixOW,Zenyatta,Gibraltar,Misfits Attack,,,,,,,,,
KF-933,2,4,2,TviQ,Genji,Killed,Gambler,Lucio,Gibraltar,Misfits Attack,,,,,,,,,
KF-934,2,4,2,Fl0w3r-Nanohana,Winston,Killed,Mannetens,Reaper,Gibraltar,Misfits Attack,,,,,,,,,
KF-935,2,4,2,Mek0,D.Va,Killed,TviQ,Genji,Gibraltar,Misfits Attack,,,,,,,,,
KF-936,2,4,2,Saebyeolbe,Tracer,Killed,Reinforce,Winston,Gibraltar,Misfits Attack,,,,,,,,,
KF-937,3,1,1,Mendokusaii,Zarya,Killed,Liz.,Soldier:76,Ilios,Lighthouse,,,,,,,,,
KF-938,3,1,1,SleepyBearOW,Roadhog,Killed,Gods,Roadhog,Ilios,Lighthouse,,,,,,,,,
KF-939,3,1,1,MyungHoon 명훈,D.Va,Killed,Mendokusaii,Zarya,Ilios,Lighthouse,,,,,,,,,
KF-940,3,1,1,ryb,Reinhardt,Killed,twilight,Ana,Ilios,Lighthouse,,,,,,,,,
KF-941,3,1,1,Surefour,McCree,Killed,SleepyBearOW,Roadhog,Ilios,Lighthouse,,,,,,,,,
KF-942,3,1,1,Oparochi,Lucio,Killed,Roolf,Ana,Ilios,Lighthouse,,,,,,,,,
KF-943,3,1,1,Adam,Lucio,Killed,Gamsu,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-944,3,1,1,ryb,Reinhardt,Killed,MyungHoon 명훈,D.Va,Ilios,Lighthouse,,,,,,,,,
KF-945,3,1,1,Oparochi,Lucio,Killed,Surefour,McCree,Ilios,Lighthouse,,,,,,,,,
KF-946,3,1,1,Gods,Roadhog,Killed,Oparochi,Lucio,Ilios,Lighthouse,,,,,,,,,
KF-947,3,1,1,Gods,Roadhog,Killed,SleepyBearOW,Roadhog,Ilios,Lighthouse,,,,,,,,,
KF-948,3,1,1,Liz.,Soldier:76,Killed,Mendokusaii,Zarya,Ilios,Lighthouse,,,,,,,,,
KF-949,3,1,1,Liz.,Soldier:76,Killed,Adam,Lucio,Ilios,Lighthouse,,,,,,,,,
KF-950,3,1,1,Liz.,Soldier:76,Killed,Gods,Roadhog,Ilios,Lighthouse,,,,,,,,,
KF-951,3,1,1,MyungHoon 명훈,D.Va,Killed,ryb,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-952,3,1,1,Liz.,Soldier:76,Killed,Roolf,Ana,Ilios,Lighthouse,,,,,,,,,
KF-953,3,1,1,twilight,Ana,Killed,Surefour,McCree,Ilios,Lighthouse,,,,,,,,,
KF-954,3,1,1,Gamsu,Reinhardt,Killed,Gods,Roadhog,Ilios,Lighthouse,,,,,,,,,
KF-955,3,1,1,Gamsu,Reinhardt,Killed,ryb,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-956,3,1,1,Adam,Lucio,Killed,SleepyBearOW,Roadhog,Ilios,Lighthouse,,,,,,,,,
KF-957,3,1,1,twilight,Ana,Killed,Roolf,Ana,Ilios,Lighthouse,,,,,,,,,
KF-958,3,1,1,Liz.,Soldier:76,Killed,Adam,Lucio,Ilios,Lighthouse,,,,,,,,,
KF-959,3,1,1,Gamsu,Reinhardt,Killed,Surefour,D.Va,Ilios,Lighthouse,,,,,,,,,
KF-960,3,1,1,ryb,Reinhardt,Killed,Gamsu,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-961,3,1,1,twilight,Ana,Killed,Roolf,Ana,Ilios,Lighthouse,,,,,,,,,
KF-962,3,1,1,ryb,Reinhardt,Killed,Gamsu,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-963,3,1,1,Gods,Roadhog,Killed,twilight,Ana,Ilios,Lighthouse,,,,,,,,,
KF-964,3,1,1,Mendokusaii,Zarya,Killed,MyungHoon 명훈,D.Va,Ilios,Lighthouse,,,,,,,,,
KF-965,3,1,1,SleepyBearOW,Roadhog,Killed,Mendokusaii,Zarya,Ilios,Lighthouse,,,,,,,,,
KF-966,3,1,1,twilight,Ana,Killed,Gods,Roadhog,Ilios,Lighthouse,,,,,,,,,
KF-967,3,1,1,Gamsu,Reinhardt,Killed,Surefour,D.Va,Ilios,Lighthouse,,,,,,,,,
KF-968,3,1,1,Liz.,Soldier:76,Killed,ryb,Reinhardt,Ilios,Lighthouse,,,,,,,,,
KF-969,3,1,1,Gamsu,Reinhardt,Killed,Adam,Lucio,Ilios,Lighthouse,,,,,,,,,
KF-970,3,1,1,Gamsu,Reinhardt,Killed,Roolf,Ana,Ilios,Lighthouse,,,,,,,,,
KF-971,3,1,2,ryb,Reinhardt,Killed,Gamsu,Reinhardt,Ilios,Well,,,,,,,,,
KF-972,3,1,2,Liz.,Reaper,Killed,ryb,Reinhardt,Ilios,Well,,,,,,,,,
KF-973,3,1,2,Surefour,Tracer,Killed,Gamsu,Reinhardt,Ilios,Well,,,,,,,,,
KF-974,3,1,2,SleepyBearOW,Roadhog,Killed,ryb,Reinhardt,Ilios,Well,,,,,,,,,
KF-975,3,1,2,Liz.,Reaper,Killed,Gods,Zarya,Ilios,Well,,,,,,,,,
KF-976,3,1,2,Surefour,Tracer,Killed,twilight,Ana,Ilios,Well,,,,,,,,,
KF-977,3,1,2,Liz.,Reaper,Killed,Roolf,Ana,Ilios,Well,,,,,,,,,
KF-978,3,1,2,Surefour,Tracer,Killed,Oparochi,Lucio,Ilios,Well,,,,,,,,,
KF-979,3,1,2,SleepyBearOW,Roadhog,Killed,Mendokusaii,Genji,Ilios,Well,,,,,,,,,
KF-980,3,1,2,SleepyBearOW,Roadhog,Killed,Surefour,Tracer,Ilios,Well,,,,,,,,,
KF-981,3,1,2,Liz.,Reaper,Killed,Adam,Lucio,Ilios,Well,,,,,,,,,
KF-982,3,1,2,SleepyBearOW,Roadhog,Killed,ryb,Reinhardt,Ilios,Well,,,,,,,,,
KF-983,3,1,2,Mendokusaii,Genji,Killed,twilight,Ana,Ilios,Well,,,,,,,,,
KF-984,3,1,2,Oparochi,Lucio,Killed,Gods,Zarya,Ilios,Well,,,,,,,,,
KF-985,3,1,2,SleepyBearOW,Roadhog,Killed,Surefour,Tracer,Ilios,Well,,,,,,,,,
KF-986,3,1,2,MyungHoon 명훈,D.Va,Killed,ryb,Reinhardt,Ilios,Well,,,,,,,,,
KF-987,3,1,2,SleepyBearOW,Roadhog,Killed,Mendokusaii,Genji,Ilios,Well,,,,,,,,,
KF-988,3,1,2,SleepyBearOW,Roadhog,Killed,Mendokusaii,Genji,Ilios,Well,,,,,,,,,
KF-989,3,1,2,twilight,Ana,Killed,Surefour,Pharah,Ilios,Well,,,,,,,,,
KF-990,3,1,2,Adam,Lucio,Killed,Liz.,Reaper,Ilios,Well,,,,,,,,,
KF-991,3,1,2,Roolf,Ana,Killed,Gamsu,Reinhardt,Ilios,Well,,,,,,,,,
